"","transID","transactionAmount","transactionDate","productID","productCategory","customerID","customerGender"
"2430","2430",421.24,2015-04-14,"32","B","794","Female"
"2431","2431",551.8,2003-12-21,"26","B","443","Male"
"2432","2432",369.22,2013-11-07,"4","B","207","Male"
"2433","2433",477.36,2018-12-15,"61","C","827","Female"
"2434","2434",536.71,2017-05-15,"68","C","438","Male"
"2435","2435",134.27,2010-04-28,"28","B","830","Female"
"2436","2436",541.95,2016-12-30,"65","C","220","Male"
"2437","2437",483.59,2013-05-01,"37","B","17","Male"
"2438","2438",338.04,2008-02-11,"12","A","202","Male"
"2439","2439",791.58,2008-07-02,"74","C","833","Female"
"2440","2440",411.27,2006-12-06,"95","D","170","Male"
"2441","2441",375.45,2010-10-04,"10","A","596","Female"
"2442","2442",484.88,2010-12-05,"24","B","759","Female"
"2443","2443",335.6,2014-04-05,"61","C","984","Female"
"2444","2444",342.87,2016-11-17,"76","C","355","Male"
"2445","2445",400.37,2016-01-26,"52","C","359","Male"
"2446","2446",682.13,2005-03-28,"47","B","984","Female"
"2447","2447",881.06,2005-11-24,"74","C","669","Female"
"2448","2448",362.54,2012-08-04,"9","C","793","Female"
"2449","2449",554.95,2016-09-14,"36","B","962","Female"
"2450","2450",648.24,2007-03-11,"17","A","37","Male"
"2451","2451",618.89,2013-12-13,"97","D","837","Female"
"2452","2452",548.23,2015-08-28,"64","C","217","Male"
"2453","2453",589.58,2014-06-11,"40","B","826","Female"
"2454","2454",544.48,2011-06-30,"71","C","726","Female"
"2455","2455",721.23,2003-06-14,"88","C","563","Female"
"2456","2456",429.37,2009-02-01,"77","C","555","Female"
"2457","2457",797.22,2013-07-29,"67","C","874","Female"
"2458","2458",88.86,2014-07-01,"67","C","613","Female"
"2459","2459",981.2,2003-04-04,"36","B","529","Female"
"2460","2460",1104.3,2010-02-11,"11","A","589","Female"
"2461","2461",621.96,2009-12-05,"23","B","507","Female"
"2462","2462",725.01,2015-01-17,"92","D","609","Female"
"2463","2463",339.01,2006-02-09,"76","C","702","Female"
"2464","2464",386.5,2003-08-13,"76","C","633","Female"
"2465","2465",342.09,2002-11-16,"81","C","401","Male"
"2466","2466",459.41,2018-09-28,"99","D","567","Female"
"2467","2467",567.42,2006-05-07,"37","B","359","Male"
"2468","2468",659.41,2009-10-31,"95","D","622","Female"
"2469","2469",701.02,2016-10-22,"66","C","684","Female"
"2470","2470",296.86,2010-10-01,"44","B","720","Female"
"2471","2471",577.74,2013-10-16,"98","D","541","Female"
"2472","2472",291.09,2016-09-08,"64","C","154","Male"
"2473","2473",404.84,2015-04-28,"99","D","842","Female"
"2474","2474",423.01,2005-06-22,"56","C","608","Female"
"2475","2475",412.95,2016-02-02,"3","B","37","Male"
"2476","2476",306.11,2007-10-25,"18","A","514","Female"
"2477","2477",729.5,2010-11-22,"77","C","842","Female"
"2478","2478",203.12,2002-03-09,"9","C","610","Female"
"2479","2479",356.89,2013-07-27,"60","C","67","Female"
"2480","2480",541.23,2006-11-09,"41","B","870","Female"
"2481","2481",320.83,2013-11-06,"13","A","799","Female"
"2482","2482",601.38,2009-10-18,"18","A","762","Female"
"2483","2483",271.09,2011-09-07,"85","C","747","Female"
"2484","2484",517.86,2018-12-08,"36","B","999","Female"
"2485","2485",380.43,2012-12-09,"22","B","440","Male"
"2486","2486",257.86,2018-03-17,"93","D","811","Female"
"2487","2487",636.51,2005-03-06,"46","B","802","Female"
"2488","2488",562.31,2006-03-26,"77","C","441","Male"
"2489","2489",243.46,2009-02-16,"83","C","479","Male"
"2490","2490",148.53,2013-11-23,"83","C","455","Male"
"2491","2491",161.01,2004-09-10,"22","B","815","Female"
"2492","2492",357.41,2010-02-02,"61","C","140","Male"
"2493","2493",249.21,2004-01-09,"36","B","940","Female"
"2494","2494",970.02,2008-06-29,"72","C","165","Male"
"2495","2495",554.02,2002-08-17,"81","C","394","Male"
"2496","2496",220.29,2018-05-23,"47","B","460","Male"
"2497","2497",157.73,2009-12-28,"16","A","390","Male"
"2498","2498",738.53,2014-10-13,"67","C","751","Female"
"2499","2499",132.25,2014-07-08,"55","C","482","Male"
"2500","2500",436.1,2019-10-26,"82","C","518","Female"
"2501","2501",607.28,2019-11-01,"13","A","918","Female"
"2502","2502",298.39,2013-10-08,"7","C","728","Female"
"2503","2503",355.67,2004-03-07,"22","B","15","Male"
"2504","2504",715.6,2012-08-05,"1","A","474","Male"
"2505","2505",14.66,2006-05-07,"20","B","482","Male"
"2506","2506",582.77,2012-12-18,"98","D","512","Female"
"2507","2507",590.32,2019-10-02,"94","D","331","Male"
"2508","2508",545.32,2016-09-10,"58","C","38","Male"
"2509","2509",415.78,2009-10-30,"29","B","378","Male"
"2510","2510",342.53,2017-10-14,"30","B","462","Male"
"2511","2511",660.14,2006-01-29,"80","C","827","Female"
"2512","2512",579.89,2008-12-11,"95","D","8","Female"
"2513","2513",581.23,2009-05-16,"12","A","919","Female"
"2514","2514",664.43,2011-11-11,"93","D","121","Male"
"2515","2515",455.52,2007-04-03,"77","C","148","Male"
"2516","2516",2.06,2018-12-13,"82","C","854","Female"
"2517","2517",673.37,2005-12-10,"66","C","328","Male"
"2518","2518",698.81,2019-11-17,"73","C","442","Male"
"2519","2519",151.26,2010-09-17,"80","C","884","Female"
"2520","2520",351.17,2007-11-19,"39","B","209","Male"
"2521","2521",387.06,2012-02-17,"51","C","742","Female"
"2522","2522",593.62,2005-03-08,"39","B","460","Male"
"2523","2523",490.7,2014-07-03,"24","B","350","Male"
"2524","2524",537.76,2015-04-05,"43","B","926","Female"
"2525","2525",715.36,2006-02-21,"5","B","302","Male"
"2526","2526",508.27,2007-12-18,"5","B","575","Female"
"2527","2527",537.99,2007-12-15,"1","A","76","Female"
"2528","2528",448.68,2014-10-20,"33","B","529","Female"
"2529","2529",751.16,2007-04-07,"84","C","467","Male"
"2530","2530",160.4,2017-03-01,"55","C","904","Female"
"2531","2531",399.82,2016-08-12,"38","B","625","Female"
"2532","2532",725.67,2002-11-06,"84","C","865","Female"
"2533","2533",174.45,2013-01-19,"80","C","14","Male"
"2534","2534",578.21,2011-02-03,"34","B","685","Female"
"2535","2535",622.83,2009-09-06,"3","B","987","Female"
"2536","2536",320.52,2003-11-10,"89","C","641","Female"
"2537","2537",460.34,2004-12-10,"98","D","784","Female"
"2538","2538",420.8,2014-02-13,"56","C","218","Male"
"2539","2539",321.01,2009-12-29,"96","D","980","Female"
"2540","2540",574.32,2017-05-25,"7","C","949","Female"
"2541","2541",1018.29,2015-11-29,"31","B","355","Male"
"2542","2542",268.49,2008-06-08,"22","B","985","Female"
"2543","2543",624.62,2003-02-21,"11","A","332","Male"
"2544","2544",540.53,2008-10-30,"17","A","756","Female"
"2545","2545",462.97,2017-05-19,"34","B","695","Female"
"2546","2546",485.74,2019-06-07,"61","C","90","Female"
"2547","2547",434.72,2006-07-30,"29","B","484","Male"
"2548","2548",631.9,2011-07-10,"24","B","843","Female"
"2549","2549",628.8,2008-06-23,"98","D","567","Female"
"2550","2550",585.33,2017-07-23,"5","B","685","Female"
"2551","2551",491.34,2019-01-03,"66","C","507","Female"
"2552","2552",880.27,2008-11-11,"85","C","734","Female"
"2553","2553",346.94,2007-01-17,"16","A","6","Female"
"2554","2554",223.76,2015-01-30,"19","A","692","Female"
"2555","2555",839.45,2003-03-09,"33","B","986","Female"
"2556","2556",400.13,2008-05-03,"15","A","526","Female"
"2557","2557",846.16,2011-09-13,"54","C","241","Male"
"2558","2558",285.69,2018-12-04,"58","C","637","Female"
"2559","2559",155.96,2014-12-28,"69","C","536","Female"
"2560","2560",382.76,2015-09-29,"50","C","637","Female"
"2561","2561",330.7,2013-08-19,"29","B","231","Male"
"2562","2562",342.35,2012-02-22,"32","B","740","Female"
"2563","2563",679.74,2008-02-02,"97","D","54","Female"
"2564","2564",380.98,2006-01-01,"27","B","786","Female"
"2565","2565",375.76,2012-03-02,"52","C","966","Female"
"2566","2566",316.14,2019-06-28,"40","B","366","Male"
"2567","2567",301.71,2009-09-06,"91","D","358","Male"
"2568","2568",257.18,2017-12-23,"93","D","442","Male"
"2569","2569",257.2,2016-10-16,"15","A","188","Male"
"2570","2570",46.35,2019-08-18,"64","C","213","Male"
"2571","2571",655.59,2016-05-10,"36","B","770","Female"
"2572","2572",471.98,2008-03-07,"32","B","289","Male"
"2573","2573",551,2007-08-06,"58","C","296","Male"
"2574","2574",787.87,2004-02-09,"88","C","410","Male"
"2575","2575",392.88,2017-09-02,"70","C","743","Female"
"2576","2576",631.69,2007-02-22,"12","A","78","Female"
"2577","2577",471.92,2008-02-29,"99","D","860","Female"
"2578","2578",673.54,2016-10-27,"45","B","579","Female"
"2579","2579",655.94,2011-03-06,"64","C","876","Female"
"2580","2580",481.71,2014-05-07,"25","B","373","Male"
"2581","2581",813.33,2014-09-20,"40","B","703","Female"
"2582","2582",838.99,2016-06-14,"13","A","680","Female"
"2583","2583",696.18,2006-01-09,"62","C","745","Female"
"2584","2584",604.58,2004-08-20,"31","B","110","Male"
"2585","2585",544.51,2002-02-12,"97","D","729","Female"
"2586","2586",524.4,2017-02-26,"61","C","216","Male"
"2587","2587",832.47,2012-02-18,"71","C","954","Female"
"2588","2588",665.65,2013-08-19,"65","C","135","Male"
"2589","2589",598.34,2016-09-15,"40","B","219","Male"
"2590","2590",131.65,2006-01-25,"55","C","882","Female"
"2591","2591",600.74,2002-04-28,"14","A","431","Male"
"2592","2592",779.66,2011-05-13,"44","B","938","Female"
"2593","2593",282.47,2015-10-11,"44","B","938","Female"
"2594","2594",454.26,2013-01-08,"1","A","881","Female"
"2595","2595",169.75,2016-08-22,"20","B","821","Female"
"2596","2596",652.65,2011-10-28,"13","A","156","Male"
"2597","2597",685.39,2006-11-01,"32","B","300","Male"
"2598","2598",590.7,2009-05-05,"76","C","506","Female"
"2599","2599",382.78,2012-07-30,"33","B","347","Male"
"2600","2600",454.41,2011-08-09,"87","C","634","Female"
"2601","2601",19.14,2016-06-02,"92","D","557","Female"
"2602","2602",700.47,2017-01-21,"60","C","782","Female"
"2603","2603",542.65,2011-02-11,"52","C","775","Female"
"2604","2604",626.7,2006-04-22,"27","B","893","Female"
"2605","2605",284.16,2012-10-04,"98","D","166","Male"
"2606","2606",657.73,2006-01-10,"96","D","360","Male"
"2607","2607",683.16,2014-03-07,"49","B","901","Female"
"2608","2608",453.96,2007-11-30,"82","C","545","Female"
"2609","2609",61.1,2002-03-16,"96","D","63","Female"
"2610","2610",585.35,2013-02-27,"5","B","162","Male"
"2611","2611",584.1,2011-03-01,"3","B","633","Female"
"2612","2612",441.23,2012-06-28,"10","A","361","Male"
"2613","2613",664.65,2017-08-01,"47","B","896","Female"
"2614","2614",470.33,2010-03-15,"88","C","639","Female"
"2615","2615",513.03,2009-02-16,"30","B","336","Male"
"2616","2616",287.38,2010-10-02,"20","B","115","Male"
"2617","2617",383.54,2015-05-19,"2","A","953","Female"
"2618","2618",613.4,2014-04-28,"33","B","447","Male"
"2619","2619",246.19,2010-08-13,"33","B","808","Female"
"2620","2620",530.46,2007-10-28,"97","D","65","Female"
"2621","2621",481.72,2015-04-30,"5","B","408","Male"
"2622","2622",211.47,2004-09-13,"1","A","496","Male"
"2623","2623",476.05,2013-07-08,"37","B","813","Female"
"2624","2624",218.55,2016-02-25,"32","B","832","Female"
"2625","2625",397.41,2010-02-17,"6","C","534","Female"
"2626","2626",728.03,2009-02-25,"26","B","440","Male"
"2627","2627",602.94,2019-01-11,"23","B","795","Female"
"2628","2628",457.35,2014-03-15,"23","B","838","Female"
"2629","2629",384.09,2012-11-07,"23","B","823","Female"
"2630","2630",950.36,2009-03-05,"14","A","194","Male"
"2631","2631",272.84,2004-09-07,"70","C","423","Male"
"2632","2632",361.32,2018-08-02,"65","C","266","Male"
"2633","2633",672.92,2007-07-09,"37","B","985","Female"
"2634","2634",291.91,2013-06-15,"6","C","197","Male"
"2635","2635",621.66,2015-09-24,"58","C","458","Male"
"2636","2636",512.51,2006-06-01,"38","B","760","Female"
"2637","2637",617.34,2004-06-24,"96","D","752","Female"
"2638","2638",329.34,2009-07-07,"88","C","236","Male"
"2639","2639",64.35,2002-10-03,"94","D","575","Female"
"2640","2640",232.22,2014-12-23,"46","B","629","Female"
"2641","2641",386.16,2018-11-10,"68","C","652","Female"
"2642","2642",409.75,2009-11-02,"8","C","682","Female"
"2643","2643",558.72,2005-02-25,"74","C","846","Female"
"2644","2644",533.49,2015-06-23,"5","B","743","Female"
"2645","2645",602.56,2006-10-11,"70","C","428","Male"
"2646","2646",815.39,2003-10-03,"9","C","377","Male"
"2647","2647",469.02,2006-11-08,"37","B","47","Male"
"2648","2648",666.87,2009-03-15,"100","A","915","Female"
"2649","2649",408.55,2006-07-16,"60","C","213","Male"
"2650","2650",261.07,2019-11-11,"6","C","942","Female"
"2651","2651",515.77,2008-12-28,"2","A","325","Male"
"2652","2652",542.67,2010-03-31,"12","A","996","Female"
"2653","2653",742.41,2017-12-20,"2","A","741","Female"
"2654","2654",622.34,2011-06-15,"66","C","115","Male"
"2655","2655",283.49,2006-07-26,"30","B","468","Male"
"2656","2656",570.9,2002-05-10,"77","C","399","Male"
"2657","2657",389.76,2004-01-29,"10","A","917","Female"
"2658","2658",390.54,2007-04-07,"63","C","314","Male"
"2659","2659",355.52,2016-05-11,"51","C","55","Female"
"2660","2660",410.79,2004-06-10,"28","B","11","Male"
"2661","2661",517.16,2013-08-12,"91","D","596","Female"
"2662","2662",716.16,2005-06-20,"21","B","803","Female"
"2663","2663",365.76,2010-03-08,"63","C","493","Male"
"2664","2664",100.4,2016-05-28,"76","C","23","Male"
"2665","2665",287.02,2014-06-20,"16","A","850","Female"
"2666","2666",969.92,2010-02-23,"58","C","484","Male"
"2667","2667",471.17,2013-10-19,"46","B","84","Female"
"2668","2668",402.03,2007-03-12,"30","B","735","Female"
"2669","2669",88.84,2002-10-04,"1","A","66","Female"
"2670","2670",329.85,2013-07-10,"75","C","962","Female"
"2671","2671",528.69,2003-09-12,"16","A","430","Male"
"2672","2672",568.27,2004-02-06,"63","C","327","Male"
"2673","2673",224.95,2007-02-26,"1","A","203","Male"
"2674","2674",472.25,2007-08-26,"50","C","920","Female"
"2675","2675",567.74,2016-10-05,"5","B","884","Female"
"2676","2676",587.07,2002-08-14,"4","B","367","Male"
"2677","2677",654.19,2014-11-13,"38","B","968","Female"
"2678","2678",205.03,2015-09-29,"48","B","590","Female"
"2679","2679",458.12,2010-03-06,"99","D","899","Female"
"2680","2680",574.26,2019-06-20,"11","A","117","Male"
"2681","2681",677.55,2011-07-08,"58","C","286","Male"
"2682","2682",803.36,2015-11-04,"90","D","444","Male"
"2683","2683",321.81,2006-05-02,"36","B","851","Female"
"2684","2684",451.73,2019-12-25,"13","A","281","Male"
"2685","2685",562.32,2017-02-06,"84","C","610","Female"
"2686","2686",623.28,2018-10-06,"78","C","771","Female"
"2687","2687",866.45,2005-04-02,"11","A","235","Male"
"2688","2688",591.42,2011-08-25,"72","C","226","Male"
"2689","2689",138.41,2003-07-06,"37","B","274","Male"
"2690","2690",359.21,2002-07-24,"37","B","256","Male"
"2691","2691",581.91,2013-01-16,"83","C","37","Male"
"2692","2692",448.65,2015-04-26,"85","C","544","Female"
"2693","2693",437.4,2004-10-27,"55","C","743","Female"
"2694","2694",388.78,2018-05-26,"61","C","82","Female"
"2695","2695",314.87,2014-03-26,"61","C","959","Female"
"2696","2696",625.57,2004-06-05,"6","C","819","Female"
"2697","2697",491.08,2003-07-02,"38","B","920","Female"
"2698","2698",448.25,2003-04-08,"72","C","992","Female"
"2699","2699",240.08,2009-08-24,"65","C","805","Female"
"2700","2700",820.64,2013-08-01,"3","B","565","Female"
"2701","2701",885.38,2002-02-03,"22","B","739","Female"
"2702","2702",572.34,2008-04-02,"74","C","313","Male"
"2703","2703",647.68,2002-04-14,"93","D","293","Male"
"2704","2704",712.03,2014-04-02,"93","D","183","Male"
"2705","2705",605.75,2019-05-26,"18","A","730","Female"
"2706","2706",378.87,2018-10-08,"45","B","932","Female"
"2707","2707",336.63,2011-10-08,"2","A","393","Male"
"2708","2708",157.87,2018-04-11,"100","A","704","Female"
"2709","2709",621.01,2016-10-14,"59","C","24","Male"
"2710","2710",568,2019-12-15,"17","A","73","Female"
"2711","2711",472.68,2018-04-28,"59","C","919","Female"
"2712","2712",190.8,2010-08-05,"37","B","590","Female"
"2713","2713",459.8,2018-11-26,"74","C","81","Female"
"2714","2714",400.55,2003-03-23,"10","A","397","Male"
"2715","2715",638.35,2011-09-03,"19","A","312","Male"
"2716","2716",504.19,2006-02-14,"89","C","399","Male"
"2717","2717",950.29,2016-10-12,"65","C","579","Female"
"2718","2718",387.03,2005-04-29,"84","C","545","Female"
"2719","2719",495.05,2012-12-10,"31","B","257","Male"
"2720","2720",171.28,2012-11-16,"11","A","616","Female"
"2721","2721",840.26,2008-03-16,"3","B","111","Male"
"2722","2722",271.4,2014-02-14,"90","D","748","Female"
"2723","2723",823.73,2007-07-13,"73","C","746","Female"
"2724","2724",468.61,2012-03-29,"4","B","422","Male"
"2725","2725",644.68,2007-06-25,"31","B","304","Male"
"2726","2726",510.25,2016-08-01,"5","B","757","Female"
"2727","2727",681.17,2018-09-02,"43","B","889","Female"
"2728","2728",483.92,2008-08-09,"32","B","729","Female"
"2729","2729",527.91,2013-10-03,"6","C","456","Male"
"2730","2730",527.92,2018-02-25,"77","C","126","Male"
"2731","2731",294.43,2006-11-29,"100","A","194","Male"
"2732","2732",339.37,2015-06-22,"86","C","521","Female"
"2733","2733",407.42,2012-11-29,"13","A","502","Female"
"2734","2734",575.15,2008-07-08,"46","B","904","Female"
"2735","2735",590.64,2015-03-13,"26","B","32","Male"
"2736","2736",510.86,2002-09-11,"93","D","233","Male"
"2737","2737",843.42,2010-05-26,"25","B","859","Female"
"2738","2738",935.98,2011-05-18,"93","D","77","Female"
"2739","2739",447.1,2018-12-03,"42","B","64","Female"
"2740","2740",491.03,2004-09-15,"40","B","830","Female"
"2741","2741",723.26,2006-06-05,"37","B","567","Female"
"2742","2742",280.56,2015-02-21,"78","C","965","Female"
"2743","2743",305.15,2009-04-19,"34","B","460","Male"
"2744","2744",671.82,2008-01-11,"96","D","498","Male"
"2745","2745",652.75,2007-09-28,"70","C","772","Female"
"2746","2746",359.87,2016-09-08,"96","D","89","Female"
"2747","2747",450.11,2002-07-06,"66","C","749","Female"
"2748","2748",497.88,2006-05-25,"75","C","24","Male"
"2749","2749",686.04,2005-06-07,"11","A","724","Female"
"2750","2750",246.31,2016-02-15,"11","A","900","Female"
"2751","2751",500.61,2017-12-27,"21","B","131","Male"
"2752","2752",593.03,2015-12-04,"22","B","546","Female"
"2753","2753",389.05,2017-09-06,"88","C","609","Female"
"2754","2754",483.19,2010-10-03,"92","D","121","Male"
"2755","2755",434.35,2012-08-11,"5","B","490","Male"
"2756","2756",478.08,2015-05-08,"74","C","519","Female"
"2757","2757",458.89,2011-07-24,"84","C","155","Male"
"2758","2758",94.33,2005-11-23,"26","B","522","Female"
"2759","2759",453.42,2006-03-20,"16","A","180","Male"
"2760","2760",684.46,2003-07-05,"48","B","465","Male"
"2761","2761",355.71,2007-07-20,"81","C","954","Female"
"2762","2762",555.01,2002-08-11,"30","B","606","Female"
"2763","2763",397.01,2003-10-23,"41","B","370","Male"
"2764","2764",401.19,2005-06-19,"2","A","42","Male"
"2765","2765",400.24,2014-10-01,"52","C","173","Male"
"2766","2766",802.18,2004-05-18,"23","B","359","Male"
"2767","2767",236.07,2009-09-05,"53","C","740","Female"
"2768","2768",923.51,2003-08-14,"92","D","487","Male"
"2769","2769",505.83,2005-04-27,"1","A","310","Male"
"2770","2770",791.45,2016-02-02,"19","A","656","Female"
"2771","2771",472.94,2014-09-28,"11","A","405","Male"
"2772","2772",715.89,2017-05-29,"27","B","138","Male"
"2773","2773",349.75,2002-01-06,"48","B","23","Male"
"2774","2774",785.2,2011-11-24,"53","C","901","Female"
"2775","2775",603.68,2007-11-29,"43","B","592","Female"
"2776","2776",134.28,2009-09-16,"73","C","549","Female"
"2777","2777",536.38,2002-08-23,"29","B","478","Male"
"2778","2778",322.06,2007-07-10,"40","B","5","Male"
"2779","2779",693.65,2002-03-08,"94","D","910","Female"
"2780","2780",641.83,2015-11-14,"11","A","196","Male"
"2781","2781",655.4,2013-11-05,"90","D","645","Female"
"2782","2782",574.61,2014-06-05,"67","C","903","Female"
"2783","2783",650.03,2008-04-15,"52","C","648","Female"
"2784","2784",451.18,2019-01-26,"20","B","971","Female"
"2785","2785",769.48,2017-04-28,"55","C","725","Female"
"2786","2786",525.65,2002-12-29,"89","C","832","Female"
"2787","2787",474.66,2019-07-10,"65","C","495","Male"
"2788","2788",465.87,2011-12-05,"93","D","568","Female"
"2789","2789",584.32,2019-06-11,"7","C","510","Female"
"2790","2790",537.73,2006-05-06,"48","B","236","Male"
"2791","2791",346.34,2005-02-05,"40","B","526","Female"
"2792","2792",501.99,2003-10-11,"70","C","191","Male"
"2793","2793",768.41,2002-03-08,"39","B","294","Male"
"2794","2794",310.99,2015-09-29,"84","C","231","Male"
"2795","2795",613.62,2013-05-10,"51","C","20","Male"
"2796","2796",390.67,2010-02-05,"62","C","835","Female"
"2797","2797",809.2,2002-11-07,"22","B","419","Male"
"2798","2798",516.71,2003-03-06,"13","A","730","Female"
"2799","2799",304.04,2007-11-15,"54","C","149","Male"
"2800","2800",646.93,2019-09-16,"33","B","156","Male"
"2801","2801",622.96,2012-02-22,"32","B","713","Female"
"2802","2802",649.08,2008-01-31,"87","C","60","Female"
"2803","2803",531.35,2002-09-03,"94","D","293","Male"
"2804","2804",635.26,2018-08-23,"51","C","811","Female"
"2805","2805",473.15,2003-10-28,"81","C","700","Female"
"2806","2806",560.63,2017-01-09,"64","C","407","Male"
"2807","2807",372.2,2011-09-13,"82","C","824","Female"
"2808","2808",554.83,2016-06-17,"2","A","157","Male"
"2809","2809",707.08,2008-04-24,"41","B","824","Female"
"2810","2810",155.95,2017-12-12,"1","A","215","Male"
"2811","2811",188.29,2016-12-17,"20","B","418","Male"
"2812","2812",355.63,2010-07-19,"95","D","763","Female"
"2813","2813",703.13,2005-07-02,"81","C","932","Female"
"2814","2814",608.96,2006-09-07,"53","C","20","Male"
"2815","2815",429.16,2015-08-11,"47","B","426","Male"
"2816","2816",641.36,2007-07-27,"7","C","542","Female"
"2817","2817",969.83,2002-11-18,"55","C","681","Female"
"2818","2818",511.92,2017-05-08,"96","D","199","Male"
"2819","2819",544.46,2007-05-03,"45","B","708","Female"
"2820","2820",319.7,2015-04-27,"69","C","371","Male"
"2821","2821",215.8,2004-02-04,"95","D","858","Female"
"2822","2822",671.93,2013-06-17,"86","C","358","Male"
"2823","2823",452.92,2018-06-29,"41","B","989","Female"
"2824","2824",740.85,2005-07-08,"27","B","856","Female"
"2825","2825",738.6,2011-10-22,"40","B","919","Female"
"2826","2826",329.15,2014-09-21,"47","B","343","Male"
"2827","2827",476.96,2015-11-29,"6","C","804","Female"
"2828","2828",425.24,2005-05-31,"70","C","782","Female"
"2829","2829",395.5,2017-05-31,"6","C","927","Female"
"2830","2830",442.77,2010-03-21,"53","C","823","Female"
"2831","2831",530.93,2015-05-25,"84","C","953","Female"
"2832","2832",26.91,2019-01-23,"1","A","420","Male"
"2833","2833",574.24,2009-05-24,"48","B","714","Female"
"2834","2834",145.07,2006-08-05,"57","C","165","Male"
"2835","2835",560.7,2019-05-03,"60","C","886","Female"
"2836","2836",453.6,2013-04-15,"36","B","435","Male"
"2837","2837",260.5,2011-02-15,"38","B","551","Female"
"2838","2838",761.29,2016-09-15,"72","C","890","Female"
"2839","2839",88.73,2003-05-31,"75","C","529","Female"
"2840","2840",660.01,2003-11-05,"2","A","693","Female"
"2841","2841",565.67,2012-02-21,"75","C","39","Male"
"2842","2842",121.73,2003-08-13,"27","B","961","Female"
"2843","2843",414.92,2010-03-30,"29","B","574","Female"
"2844","2844",378.13,2016-06-25,"48","B","785","Female"
"2845","2845",696.04,2006-05-14,"11","A","799","Female"
"2846","2846",766.65,2010-11-17,"17","A","836","Female"
"2847","2847",607.02,2009-11-09,"33","B","160","Male"
"2848","2848",578.15,2013-05-30,"51","C","326","Male"
"2849","2849",360.7,2013-01-25,"4","B","901","Female"
"2850","2850",572.71,2015-10-31,"100","A","502","Female"
"2851","2851",800.5,2011-05-21,"79","C","630","Female"
"2852","2852",493.89,2008-05-18,"3","B","56","Female"
"2853","2853",644.82,2008-12-03,"27","B","718","Female"
"2854","2854",632.4,2013-12-26,"18","A","587","Female"
"2855","2855",574.05,2011-04-13,"14","A","190","Male"
"2856","2856",293.65,2017-03-23,"35","B","985","Female"
"2857","2857",506.01,2012-01-09,"65","C","3","Male"
"2858","2858",349.03,2006-09-08,"61","C","201","Male"
"2859","2859",444.99,2014-10-21,"34","B","694","Female"
"2860","2860",194.53,2004-10-08,"64","C","576","Female"
"2861","2861",227.96,2006-05-31,"63","C","394","Male"
"2862","2862",311.81,2015-08-09,"83","C","19","Male"
"2863","2863",119.85,2017-08-21,"15","A","179","Male"
"2864","2864",463.5,2018-06-04,"11","A","549","Female"
"2865","2865",182.39,2004-09-29,"45","B","970","Female"
"2866","2866",453.07,2007-11-10,"34","B","843","Female"
"2867","2867",720.63,2010-02-12,"11","A","208","Male"
"2868","2868",381.6,2019-12-12,"17","A","30","Male"
"2869","2869",417.93,2018-09-16,"69","C","648","Female"
"2870","2870",377.32,2018-11-18,"32","B","226","Male"
"2871","2871",395.37,2008-11-04,"8","C","344","Male"
"2872","2872",492.59,2018-09-27,"43","B","439","Male"
"2873","2873",614.25,2014-06-09,"56","C","758","Female"
"2874","2874",532.56,2009-01-11,"96","D","797","Female"
"2875","2875",222.38,2018-07-31,"37","B","259","Male"
"2876","2876",769.12,2009-08-27,"72","C","467","Male"
"2877","2877",807.53,2015-11-04,"28","B","91","Female"
"2878","2878",685.28,2009-07-13,"20","B","57","Female"
"2879","2879",151.3,2010-09-03,"62","C","971","Female"
"2880","2880",95.21,2006-05-05,"98","D","46","Male"
"2881","2881",695.71,2004-01-04,"61","C","58","Female"
"2882","2882",456.08,2019-10-28,"25","B","240","Male"
"2883","2883",620.82,2003-06-21,"84","C","565","Female"
"2884","2884",755.96,2010-04-29,"23","B","165","Male"
"2885","2885",162.5,2002-10-30,"61","C","749","Female"
"2886","2886",802.21,2016-05-29,"75","C","431","Male"
"2887","2887",183.4,2017-01-06,"90","D","488","Male"
"2888","2888",729.07,2002-04-15,"2","A","196","Male"
"2889","2889",475.77,2015-01-20,"74","C","168","Male"
"2890","2890",643.74,2013-11-13,"16","A","91","Female"
"2891","2891",757.04,2012-05-23,"18","A","499","Male"
"2892","2892",515.45,2013-02-20,"10","A","727","Female"
"2893","2893",570.37,2017-05-06,"46","B","77","Female"
"2894","2894",616.73,2007-12-23,"42","B","828","Female"
"2895","2895",656.89,2004-12-28,"26","B","214","Male"
"2896","2896",565.46,2013-03-30,"98","D","295","Male"
"2897","2897",359.1,2003-01-08,"79","C","486","Male"
"2898","2898",389.07,2008-11-18,"76","C","454","Male"
"2899","2899",713.55,2018-05-06,"51","C","362","Male"
"2900","2900",340.99,2013-09-21,"78","C","239","Male"
"2901","2901",502.62,2007-04-09,"97","D","841","Female"
"2902","2902",199.08,2002-10-04,"71","C","931","Female"
"2903","2903",343.41,2008-10-13,"82","C","928","Female"
"2904","2904",359.01,2003-07-29,"3","B","636","Female"
"2905","2905",603.32,2015-10-13,"5","B","841","Female"
"2906","2906",806.21,2005-06-21,"90","D","343","Male"
"2907","2907",727.7,2006-07-03,"21","B","215","Male"
"2908","2908",439.55,2009-05-25,"10","A","714","Female"
"2909","2909",501.89,2010-09-10,"43","B","946","Female"
"2910","2910",239.27,2007-03-09,"40","B","531","Female"
